model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std
logistic_regression,0.8446994535519124,0.05535969535940173,0.8475270655270656,0.05703798309167561,0.8050264550264551,0.08573061442220714,0.9188041125541127,0.021267059896051755
random_forest,0.8415846994535517,0.022379300913549532,0.8387871387871388,0.03984431089844112,0.8126984126984127,0.042842443099256465,0.9162991522366521,0.01605415674297157
